src_ip,dst_ip,packet_count,flow_duration,avg_packet_size,iat_mean,total_bytes
192.168.1.79,8.8.8.8,1.0986122886681098,0.06267334527802772,5.295814236329918,0.06267334527802772,5.986452005284438
192.168.1.95,8.8.8.8,1.0986122886681098,0.001486894024991276,4.5591262474866845,0.001486894024991276,5.247024072160486
192.168.1.45,8.8.8.8,1.0986122886681098,0.03713295838608553,5.358941988364472,0.03713295838608553,6.049733455231958
192.168.1.90,8.8.8.8,1.0986122886681098,0.07496831623730561,5.198497031265826,0.07496831623730561,5.8888779583328805
192.168.1.3,8.8.8.8,1.0986122886681098,0.030630072886384356,4.6491870714048655,0.030630072886384356,5.337538079701318
192.168.1.79,8.8.8.8,1.0986122886681098,0.004481941079863682,5.768320995793772,0.004481941079863682,6.459904454377535
192.168.1.70,8.8.8.8,1.0986122886681098,0.006903118556578152,4.406719247264253,0.006903118556578152,5.093750200806762
192.168.1.65,8.8.8.8,1.0986122886681098,0.010389838216051862,5.190175207928333,0.010389838216051862,5.8805329864007
192.168.1.67,8.8.8.8,1.0986122886681098,0.04631854079474566,5.14166355650266,0.04631854079474566,5.831882477283517
192.168.1.16,8.8.8.8,1.0986122886681098,0.011296948508962786,5.418320158942733,0.011296948508962786,6.1092475827643655
192.168.1.35,8.8.8.8,1.0986122886681098,0.008260785563122921,5.225746673713202,0.008260785563122921,5.916202062607435
192.168.1.41,8.8.8.8,1.0986122886681098,0.054935055119839954,4.388257184424518,0.054935055119839954,5.075173815233827
192.168.1.81,8.8.8.8,1.0986122886681098,0.006709441274963388,4.543294782270004,0.006709441274963388,5.231108616854587
192.168.1.39,8.8.8.8,1.0986122886681098,0.0358062366111372,5.358941988364472,0.0358062366111372,6.049733455231958
192.168.1.72,8.8.8.8,1.0986122886681098,0.026329321232231053,5.167639042905921,0.026329321232231053,5.857933154483459
192.168.1.14,8.8.8.8,1.0986122886681098,0.034035176080876195,4.990432586778736,0.034035176080876195,5.680172609017068
192.168.1.30,8.8.8.8,1.0986122886681098,0.047978406211645806,5.2832037287379885,0.047978406211645806,5.973809611869261
192.168.1.20,8.8.8.8,1.0986122886681098,0.03612747247481895,6.3707567809121235,0.03612747247481895,7.0630481633881725
192.168.1.80,8.8.8.8,1.0986122886681098,0.0046889894861314695,5.655991810819852,0.0046889894861314695,6.3473892096560105
192.168.1.25,8.8.8.8,1.0986122886681098,0.0005998200719676604,4.499809670330265,0.0005998200719676604,5.187385805840755
192.168.1.84,8.8.8.8,1.0986122886681098,0.008079274587905586,4.762173934797756,0.008079274587905586,5.4510384535657
192.168.1.73,8.8.8.8,1.0986122886681098,0.08680868978329902,5.0072963928307415,0.08680868978329902,5.697093486505405
192.168.1.26,8.8.8.8,1.0986122886681098,0.01086575331030605,6.0764947962925575,0.01086575331030605,6.76849321164863
192.168.1.2,8.8.8.8,1.0986122886681098,0.0025377771179076708,5.117993812416755,0.0025377771179076708,5.808142489980444
192.168.1.46,8.8.8.8,1.0986122886681098,0.03805657426801507,5.503296947234575,0.03805657426801507,6.194405391104672
192.168.1.76,8.8.8.8,1.0986122886681098,0.0017874016455202227,4.686750172980514,0.0017874016455202227,5.375278407684165
192.168.1.13,8.8.8.8,1.0986122886681098,0.008602888807267853,4.677490847567717,0.008602888807267853,5.365976015021851
192.168.1.6,8.8.8.8,1.0986122886681098,0.04405803289556401,5.305789381386738,0.04405803289556401,5.996452088619021
192.168.1.61,8.8.8.8,1.0986122886681098,0.09155039338436886,5.702114417555504,0.09155039338436886,6.393590753950631
192.168.1.64,8.8.8.8,1.0986122886681098,0.00719902472669286,5.0466457316192885,0.00719902472669286,5.736572297479192
192.168.1.28,8.8.8.8,1.0986122886681098,0.025195900553881115,5.938854596835685,0.025195900553881115,6.630683385642372
192.168.1.31,8.8.8.8,1.0986122886681098,0.004764631096219187,5.288267030694535,0.004764631096219187,5.978885764901122
192.168.1.54,8.8.8.8,1.0986122886681098,0.0502918931526603,5.6240175061873385,0.0502918931526603,6.315358001522335
192.168.1.28,8.8.8.8,1.0986122886681098,0.0319917625220823,4.736198448394496,0.0319917625220823,5.424950017481403
192.168.1.4,8.8.8.8,1.0986122886681098,0.08647948556045965,4.483002552013883,0.08647948556045965,5.170483995038151
192.168.1.79,8.8.8.8,1.0986122886681098,0.004897985262191928,6.317164686747284,0.004897985262191928,7.009408932708637
192.168.1.75,8.8.8.8,1.0986122886681098,0.08535809440416306,5.488937726156687,0.08535809440416306,6.180016653652572
192.168.1.86,8.8.8.8,1.0986122886681098,0.006368676856610844,6.2136075980886085,0.006368676856610844,6.905753276311464
192.168.1.14,8.8.8.8,1.0986122886681098,0.07793371608258935,6.0473721790462776,0.07793371608258935,6.739336627357174
192.168.1.20,8.8.8.8,1.0986122886681098,0.38368837354381446,5.833347679010845,0.38368837354381446,6.525029657843462
192.168.1.17,8.8.8.8,1.0986122886681098,0.019689875841934323,5.815621956411737,0.019689875841934323,6.507277712385012
192.168.1.29,8.8.8.8,1.0986122886681098,0.010071115637600197,4.448516375942715,0.010071115637600197,5.135798437050262
192.168.1.20,8.8.8.8,1.0986122886681098,0.0035646391181416185,6.121395716700013,0.0035646391181416185,6.813444599510896
192.168.1.79,8.8.8.8,1.0986122886681098,0.03768780808518269,5.731721843345443,0.03768780808518269,6.423246963533519
192.168.1.6,8.8.8.8,1.0986122886681098,0.034449734729225585,5.8126368795682835,0.034449734729225585,6.504288173536645
192.168.1.8,8.8.8.8,1.0986122886681098,0.03751637698176763,6.338594078203183,0.03751637698176763,7.030857476116121
192.168.1.94,8.8.8.8,1.0986122886681098,0.004555607444929615,4.600157644164547,0.004555607444929615,5.288267030694535
192.168.1.19,8.8.8.8,1.0986122886681098,0.005923421846347704,4.736198448394496,0.005923421846347704,5.424950017481403
192.168.1.69,8.8.8.8,1.0986122886681098,0.6006409161083546,4.5217885770490405,0.6006409161083546,5.209486152841421
192.168.1.62,8.8.8.8,1.0986122886681098,0.001282177658800611,5.589119566336061,0.001282177658800611,6.280395838960195
192.168.1.38,8.8.8.8,1.0986122886681098,0.0022424837527799035,5.000584958242754,0.0022424837527799035,5.69035945432406
192.168.1.44,8.8.8.8,1.0986122886681098,0.04524388354277252,5.844992643207725,0.04524388354277252,6.536691597591305
192.168.1.2,8.8.8.8,1.0986122886681098,0.08200570281419506,5.6577385361547945,0.08200570281419506,6.349138991379798
192.168.1.21,8.8.8.8,1.0986122886681098,0.005280036043774821,5.272999558563747,0.005280036043774821,5.963579343618446
192.168.1.24,8.8.8.8,1.0986122886681098,0.004739749619133719,5.912150740388256,0.004739749619133719,6.6039438246004725
192.168.1.50,8.8.8.8,1.0986122886681098,0.039881071991458225,5.201255653704905,0.039881071991458225,5.8916442118257715
192.168.1.58,8.8.8.8,1.0986122886681098,0.008594957303732335,5.1647859739235145,0.008594957303732335,5.855071922202427
192.168.1.47,8.8.8.8,1.0986122886681098,0.04184515091718825,6.636602508481567,0.04184515091718825,7.329093736246592
192.168.1.49,8.8.8.8,1.0986122886681098,0.06824165606195239,5.648974238161206,0.06824165606195239,6.340359303727752
192.168.1.80,8.8.8.8,1.0986122886681098,0.06959042624887102,4.564348191467836,0.06959042624887102,5.25227342804663
192.168.1.43,8.8.8.8,1.0986122886681098,0.005034306586689909,4.6491870714048655,0.005034306586689909,5.337538079701318
192.168.1.18,8.8.8.8,1.0986122886681098,0.048076576292819716,5.831882477283517,0.048076576292819716,6.523562306149512
192.168.1.32,8.8.8.8,1.0986122886681098,0.07398160702712836,6.068425588244111,0.07398160702712836,6.760414691083428
192.168.1.65,8.8.8.8,1.0986122886681098,0.03149963605114974,5.32544603393629,0.03149963605114974,6.016157159698354
192.168.1.82,8.8.8.8,1.0986122886681098,0.0018093621166729984,5.728475087246572,0.0018093621166729984,6.419994928147142
192.168.1.62,8.8.8.8,1.0986122886681098,0.004781550147021296,5.184588601219693,0.004781550147021296,5.87493073085203
192.168.1.82,8.8.8.8,1.0986122886681098,0.009255039689327147,4.820281565605037,0.009255039689327147,5.5093883366279774
192.168.1.62,8.8.8.8,1.0986122886681098,0.08086821300407981,5.1647859739235145,0.08086821300407981,5.855071922202427
192.168.1.21,8.8.8.8,1.0986122886681098,0.0036961607740695294,4.700480365792417,0.0036961607740695294,5.389071729816501
192.168.1.66,8.8.8.8,1.0986122886681098,0.009338262389357541,5.476463551931511,0.009338262389357541,6.1675164908883415
192.168.1.76,8.8.8.8,1.0986122886681098,0.020415184742592404,5.523458920524919,0.020415184742592404,6.214608098422191
192.168.1.44,8.8.8.8,1.0986122886681098,0.027176354815666107,5.365976015021851,0.027176354815666107,6.056784013228625
192.168.1.80,8.8.8.8,1.0986122886681098,0.009850325852834605,6.270042805310292,0.009850325852834605,6.962243464266207
192.168.1.65,8.8.8.8,1.0986122886681098,0.018114929425170904,5.53338948872752,0.018114929425170904,6.22455842927536
192.168.1.54,8.8.8.8,1.0986122886681098,0.07398996519117444,5.796057750765372,0.07398996519117444,6.48768401848461
192.168.1.24,8.8.8.8,1.0986122886681098,0.05233530130972383,4.537961436294641,0.05233530130972383,5.225746673713202
192.168.1.60,8.8.8.8,1.0986122886681098,0.0014978776209906752,6.010040932680917,0.0014978776209906752,6.70196036600254
192.168.1.22,8.8.8.8,1.0986122886681098,0.059642492626589654,6.095824562432225,0.059642492626589654,6.787844982309579
192.168.1.12,8.8.8.8,1.0986122886681098,0.06754275390783199,4.400603020246817,0.06754275390783199,5.087596335232384
192.168.1.93,8.8.8.8,1.0986122886681098,0.004783540604766701,5.206750173022546,0.004783540604766701,5.8971538676367405
192.168.1.98,8.8.8.8,1.0986122886681098,0.009066772313426882,4.61015772749913,0.009066772313426882,5.298317366548036
192.168.1.39,8.8.8.8,1.0986122886681098,0.02932285207739656,5.2574953720277815,0.02932285207739656,5.948034989180646
192.168.1.82,8.8.8.8,1.0986122886681098,0.32762175785179376,4.564348191467836,0.32762175785179376,5.25227342804663
192.168.1.32,8.8.8.8,1.0986122886681098,0.606418672649994,4.812184355372417,0.606418672649994,5.501258210544727
192.168.1.14,8.8.8.8,1.0986122886681098,0.032490423168677555,6.29156913955832,0.032490423168677555,6.983789965258135
192.168.1.10,8.8.8.8,1.0986122886681098,0.008867566657705543,5.8126368795682835,0.008867566657705543,6.504288173536645
192.168.1.44,8.8.8.8,1.0986122886681098,0.0013850403885787266,5.43372200355424,0.0013850403885787266,6.124683390894205
