flow_id,packet_count,flow_duration,avg_packet_size,iat_mean,total_bytes
0,5,0.42831912079472995,153.6,0.21012963825041547,768
1,5,0.04265477110666022,177.6,0.029850944792520727,888
2,5,0.1595470968712575,181.8,0.1163180932898297,909
3,5,0.26226909684988015,166.4,0.09943021390795083,832
4,4,0.12346007602006841,160.75,0.1055672972307761,643
5,4,0.1721118444771944,160.0,0.1325700588568161,640
6,5,0.4409802262295567,170.8,0.22417430155861431,854
7,5,0.15769195978444117,157.6,0.05293191880061181,788
8,3,0.1418571799027571,166.33333333333334,0.09896373551405781,499
9,5,0.2508985020624773,202.4,0.1615591893274337,1012
10,5,0.3239623174682391,169.4,0.16098432709710292,847
11,5,0.276350380868164,144.0,0.19770441186604154,720
12,4,0.5076699529498673,138.0,0.3079864067215239,552
13,5,0.24779893067723935,188.2,0.15411316546914827,941
14,5,0.15316490655359832,170.6,0.10053460314867654,853
15,5,0.1498933170505925,132.8,0.08287102132398164,664
16,8,0.06464310071262405,107.5,0.030184505529648555,860
17,5,0.2518971203270122,165.2,0.14869390557406992,826
18,5,0.22819221835414155,150.6,0.11955729490393467,753
19,4,0.19138147783918297,156.5,0.18105883706721898,626
20,5,0.05276716974843981,137.4,0.028701043027183883,687
21,5,0.24559462550692077,186.6,0.15044015778667616,933
22,5,0.20398510498871086,133.0,0.14190793877133762,665
23,5,0.13675136475162078,157.0,0.10419805772447148,785
24,4,0.21483411014244352,143.5,0.09737464089178954,574
25,5,0.14954365621734933,144.0,0.09414528485411053,720
26,5,0.17881177993797978,133.6,0.09856687017353838,668
27,5,0.1469589311021263,174.2,0.10530570090877296,871
28,3,0.13594711894797634,143.33333333333334,0.10660835303453337,430
29,5,0.2370539265210923,177.0,0.15877510366367847,885
30,5,0.2063752649125482,172.8,0.09750060689082538,864
31,4,0.15796300911069786,163.25,0.079653453046825,653
32,5,0.11001274427844177,159.2,0.07826700010492679,796
33,5,0.29159663218704945,162.6,0.21724773816991233,813
34,5,0.13470562500656985,149.0,0.0831380070689264,745
35,4,0.2611009127154493,149.75,0.1743907866540012,599
36,4,0.06518728571071147,166.0,0.04820129671353024,664
37,5,0.1588509856208517,163.6,0.08824864899989787,818
38,5,0.19639390891575517,182.2,0.11193009036631626,911
39,5,0.13520087432231087,138.0,0.11832652543503668,690
40,3,0.05589954220272575,186.66666666666666,0.03130820238477859,560
41,5,0.28408552776041585,163.8,0.14187855104365193,819
42,5,0.11537889847833076,143.0,0.09556251257908457,715
43,5,0.11441445062280849,181.8,0.05147471327621106,909
44,5,0.1302939606709032,160.6,0.05147151967771181,803
45,4,0.11371503538500283,137.25,0.054450755443728634,549
46,5,0.10958661094651656,152.0,0.04961176491162155,760
47,3,0.09222953848569657,173.33333333333334,0.04619952356442438,520
48,5,0.08680434431600817,170.2,0.043875533805896025,851
49,5,0.2896112727950282,160.0,0.23049045209841074,800
50,5,0.30069183211318845,170.8,0.20583873162752533,854
51,5,0.22714715354822232,127.8,0.08214022203116851,639
52,5,0.1435650236746802,177.4,0.09297405140919472,887
53,5,0.3923358228472302,161.0,0.2251058018122071,805
54,5,0.15693569067159488,153.2,0.10783690689202423,766
55,5,0.10572654874863427,153.2,0.06249540915295437,766
56,5,0.16206629713669216,160.8,0.08479795260947902,804
57,5,0.1649834002563632,186.8,0.10850025597486161,934
58,5,0.09250512443298788,184.8,0.04836108991317911,924
59,5,0.11396398026499548,153.4,0.043503533793822546,767
60,4,0.3066447395772029,161.25,0.15523536289104792,645
61,5,0.23312628843347727,152.0,0.12313130741195581,760
62,5,0.22267181785997053,160.4,0.1612339070868166,802
63,5,0.20262893914617697,166.2,0.11299602334325551,831
64,4,0.1489300091039707,141.5,0.08755175399270726,566
65,5,0.17449716819869862,140.4,0.13758949869575504,702
66,5,0.1694255482614681,136.0,0.12949626056371782,680
67,5,0.1330711372901876,175.8,0.10482986413745796,879
68,5,0.21962064043644694,197.8,0.1439469042826573,989
69,4,0.1084833967387624,140.0,0.05435726082042525,560
70,5,0.09265919603677264,165.6,0.06160631960583331,828
71,5,0.2728259120545216,153.2,0.07574714645105907,766
72,5,0.13722659650658764,135.8,0.07439956308610869,679
73,5,0.23768801235370868,128.8,0.13945806954242412,644
74,5,0.285730381735341,153.0,0.23467886455943784,765
75,5,0.21042800452900579,151.4,0.11616534680481569,757
76,5,0.0470499468383347,164.4,0.029880586711117006,822
77,5,0.11727864498899562,132.2,0.09178467560324463,661
78,5,0.2553283652979031,175.8,0.12588872671630974,879
79,5,0.2413939289651986,187.8,0.15824337755944343,939
80,5,0.12501307553117805,184.0,0.06625162126997064,920
81,5,0.4059947024300157,149.6,0.26299126423855024,748
82,5,0.11928402385395317,180.2,0.06839728097798208,901
83,5,0.2704394615497433,164.8,0.21337251620228265,824
84,5,0.10964136991656123,143.0,0.05484072572839012,715
85,5,0.1445687784228193,159.2,0.0786155064835718,796
86,8,0.09138126782319515,104.875,0.06590304700070314,839
87,5,0.12244395855265129,164.8,0.08319172996902027,824
88,4,0.14211601368192625,186.75,0.08047745210249427,747
89,5,0.14218206210529466,168.6,0.09255565143385351,843
90,5,0.1430572395279435,159.6,0.0848080689612049,798
91,5,0.11952006025920617,148.6,0.06803272373976525,743
92,5,0.18323868673719004,173.8,0.08531840346088115,869
93,5,0.29903098852496407,192.8,0.17377561902034944,964
94,5,0.16140338144484212,159.4,0.11853708587196829,797
95,5,0.14807168645752905,158.8,0.08638104832418368,794
96,8,0.05755686563150511,99.875,0.030079526382532164,799
97,5,0.2725561083219363,138.8,0.21215397722391213,694
98,5,0.09006918689804987,160.6,0.04015306572694296,803
99,5,0.17244119705786837,164.8,0.11377234797505902,824
100,8,0.10233987437968628,122.625,0.05937903469964422,981
101,5,0.29192141513320846,180.2,0.11675111583506936,901
102,5,0.21658379312927048,160.2,0.13231880148618627,801
103,5,0.19498469550675368,131.6,0.10143907333252167,658
104,5,0.2810743597184784,154.8,0.1338623071365977,774
105,5,0.2848741437596839,181.0,0.16898113770067,905
106,5,0.09384431003121631,171.8,0.030374770829014203,859
107,5,0.13578316538511695,166.6,0.08567738989713192,833
108,5,0.05551035544240835,184.8,0.038791296407214675,924
109,3,0.10109118833295877,153.66666666666666,0.06754689954654713,461
110,5,0.2433566472205794,146.4,0.17371014282755853,732
111,5,0.14891567645591228,152.8,0.08141257312346555,764
112,3,0.1308496100089812,152.33333333333334,0.058537595611848826,457
113,5,0.3931510943323858,168.0,0.2540261730714528,840
114,5,0.218269129563196,155.0,0.16331249308371906,775
115,5,0.2147919009127135,163.0,0.09668033059869985,815
116,5,0.18467076045019837,167.6,0.08162121162051922,838
117,5,0.4153849817878786,157.0,0.18436711460669736,785
118,5,0.37325507054399015,163.0,0.23255335190485465,815
119,5,0.1347686251715629,178.6,0.08441154084672707,893
120,5,0.38944325904673666,150.4,0.19174612403388713,752
121,5,0.1656868997781014,144.4,0.07406339338832871,722
122,5,0.19688203535478796,174.6,0.13564237134459922,873
123,8,0.0911604011061597,105.375,0.0544766175789794,843
124,5,0.21403708355499482,181.2,0.06974236309477744,906
125,5,0.3513791762654595,169.2,0.21029949786568597,846
126,5,0.2258929889994677,147.8,0.16871151890814481,739
127,5,0.17669837261862065,147.6,0.1003513844346233,738
128,5,0.29934834205718586,177.4,0.16863171139757674,887
129,5,0.4429092690523081,166.2,0.20720215957541707,831
130,5,0.16972773834530697,168.0,0.1365667065809219,840
131,5,0.19327916509058365,135.8,0.11378077596459632,679
132,5,0.21952264869402469,184.0,0.16086320349816596,920
133,5,0.14465509261226547,170.2,0.11078918743094235,851
134,3,0.04114982819216303,157.0,0.03374708561691898,471
135,5,0.10521643023970115,152.4,0.08515656777692344,762
136,5,0.25739618869265835,155.2,0.18663201020247633,776
137,5,0.2029731609590117,149.0,0.12229415362885185,745
138,5,0.303152403756302,165.6,0.18993259575736388,828
139,5,0.2868741746001427,196.2,0.18723984389795434,981
140,3,0.04597453892697834,155.66666666666666,0.03599594331479366,467
141,3,0.1301549245886109,126.33333333333333,0.09252946315454502,379
142,5,0.3502554246462338,159.0,0.26627356142579134,795
143,5,0.22004886678740698,159.4,0.1131752917673472,797
144,5,0.3426692746745845,190.0,0.210039966854941,950
145,5,0.3808215624326587,165.6,0.3165811552966377,828
146,5,0.18152082667686223,145.4,0.1346881125897482,727
147,3,0.063459368540571,153.66666666666666,0.040865169977834855,461
148,5,0.24467516951438092,183.6,0.16999431772667933,918
149,5,0.23603814664829303,186.2,0.12155989867669317,931
150,5,0.20762042814284754,190.8,0.08264315265840674,954
