flow_id,src_ip,dst_ip,src_port,dst_port,flow_duration,packet_count,total_bytes,avg_packet_size
192.168.10.14,131.253.61.80,49433,80,0.08969455275614031,1.9459101490553132,7.068172000388042,5.280662431309316
192.168.10.9,23.15.4.16,1046,80,0.03315150760995614,2.302585092994046,6.705639094860003,4.518158808998462
192.168.10.51,91.189.89.144,35479,80,1.8295052190112993,2.3978952727983707,7.24422751560335,4.948050418904635
192.168.10.9,72.21.91.29,1075,80,1.8074981441198372,1.791759469228055,5.746203190540153,4.14946386144318
192.168.10.14,23.194.182.63,49462,80,2.019408440189438,2.833213344056216,8.751474487140904,5.981256370515458
192.168.10.9,72.21.91.29,1091,80,1.9222323354163189,1.791759469228055,5.746203190540153,4.14946386144318
192.168.10.14,23.194.182.93,49487,80,0.046937821924812446,2.3978952727983707,7.774435510302958,5.475626381518447
192.168.10.14,23.194.182.93,49489,80,0.06777377796596736,2.5649493574615367,7.440146680662688,4.961678449369725
192.168.10.14,184.84.243.207,49490,80,0.10809353673684234,2.302585092994046,7.9865049385539955,5.791996831479057
192.168.10.14,23.194.182.93,49497,80,0.3228027255393861,2.3978952727983707,7.052721049232323,4.757891273005756
192.168.10.14,104.16.27.216,49511,80,1.808466928248466,1.791759469228055,5.746203190540153,4.14946386144318
192.168.10.14,23.63.153.151,49524,80,0.8746195471476906,2.1972245773362196,6.950814768442584,4.878055829197115
192.168.10.14,198.41.215.186,49525,80,0.7436069918536675,2.1972245773362196,7.410347097821024,5.335131339670753
192.168.10.5,8.253.154.121,49193,80,0.33780927932743643,3.6888794541139363,10.10834492616302,6.446330133716393
192.168.10.5,23.199.170.73,49208,80,0.726005842455458,2.6390573296152584,8.653994232908383,6.091135832821319
192.168.10.5,23.199.171.26,49209,80,0.04710796720609115,2.0794415416798357,7.716906135298388,5.773663840204268
192.168.10.5,23.52.146.130,49210,80,0.13627504187065678,2.0794415416798357,6.787844982309579,4.848676431821186
192.168.10.5,23.194.181.138,49211,80,0.24298140784105066,2.302585092994046,6.974478911025045,4.7847100998201695
