flow_duration,packet_count,total_bytes,avg_packet_size,packet_rate,iat_mean
1.2532664204437887,7,4516,645.1428571428571,5.58540457624426,0.17903806006339837
9.817730895269788,45,1800,40.0,4.583543843280644,0.21817179767266195
4.516309938989934,8,3188,398.5,1.7713576145283747,0.5645387423737418
0.2144310210045651,16,10352,647.0,74.61606965747447,0.013401938812785319
0.47002813106545416,6,1272,212.0,12.765193407465361,0.07833802184424236
0.03355410951570839,4,5831,1457.75,119.21043525614637,0.008388527378927098
0.8843679966031808,24,5223,217.625,27.138024094249182,0.03684866652513253
0.158970448248918,7,2081,297.2857142857143,44.03334127258236,0.022710064035559717
3.748423069905307,10,5187,518.7,2.667788510930443,0.3748423069905307
5.2472034476940435,13,13459,1035.3076923076924,2.477510187967465,0.40363103443800336
4.4928486463934245,11,4946,449.6363636363636,2.4483353136834705,0.4084407860357659
0.23249979135095053,7,1993,284.7142857142857,30.10755390069894,0.033214255907278646
0.5008919747998666,8,968,121.0,15.971507635346788,0.06261149684998332
0.9981297639250044,21,1817,86.52380952380952,21.039348548650093,0.047529988758333544
0.14753284609555584,6,2127,354.5,40.66890972952456,0.02458880768259264
2.142857350407288,7,2226,318.0,3.2666663502680318,0.30612247862961256
0.34769134318251316,8,12000,1500.0,23.00891338499783,0.043461417897814145
5.917807383762591,7,3344,477.7142857142857,1.1828705373559052,0.8454010548232274
0.38317881179211344,8,3064,383.0,20.87798112475032,0.04789735147401418
4.257864776350684,10,2680,268.0,2.3485950177522468,0.4257864776350684
0.6241088916765565,6,1277,212.83333333333334,9.613706966875728,0.10401814861275942
0.03434366165779007,7,1118,159.71428571428572,203.82218034145498,0.004906237379684296
1.4711271782387394,9,3690,410.0,6.117757956708384,0.16345857535985994
1.583643570327812,16,771,48.1875,10.103283529063312,0.09897772314548825
1.7734791604285354,10,3119,311.9,5.6386340607372265,0.17734791604285355
0.39067370267586166,10,400,40.0,25.596808619332403,0.039067370267586166
5.434616927105316,19,8615,453.42105263157896,3.4961065802516686,0.28603246984764824
2.1414742582812516,20,4505,225.25,9.339360453509261,0.10707371291406258
0.021748216598807407,8,1610,201.25,367.84625367574694,0.002718527074850926
0.520683222807452,9,3849,427.6666666666667,17.284981742782573,0.057853691423050226
1.490079385204138,5,3861,772.2,3.355525920060299,0.2980158770408276
0.18039506444508993,8,447,55.875,44.34711129491629,0.02254938305563624
1.2141301332922225,11,2624,238.54545454545453,9.059984344653827,0.11037546666292931
0.3393554626676507,6,1418,236.33333333333334,17.680575856461537,0.05655924377794178
0.25548770747209576,10,2717,271.7,39.14082637847535,0.025548770747209577
9.250320584560725,10,2954,295.4,1.081043614498132,0.9250320584560725
1.0197433717933366,4,260,65.0,3.9225555278339663,0.25493584294833416
2.718757490091277,10,10279,1027.9,3.6781507863227145,0.2718757490091277
0.45959278185124425,6,755,125.83333333333333,13.055035320250116,0.07659879697520737
4.217672997364963,13,19500,1500.0,3.0822683522695784,0.3244363844126895
0.1753722427998233,6,3865,644.1666666666666,34.212939882673645,0.029228707133303885
0.04139462516092873,10,2934,293.4,241.57725697776652,0.004139462516092873
5.7640947060678425,9,3685,409.44444444444446,1.5613900289538496,0.6404549673408714
0.1417111080440295,10,4437,443.7,70.56609843804911,0.014171110804402951
3.473068052460592,12,2626,218.83333333333334,3.4551583265114156,0.2894223377050493
0.3377324483086574,8,1899,237.375,23.68738935232161,0.042216556038582174
5.368069129164332,9,1983,220.33333333333334,1.6765804954156887,0.5964521254627035
0.4591338063502744,5,1462,292.4,10.89007154525556,0.09182676127005487
0.33684594901052833,5,284,56.8,14.843580618046031,0.06736918980210567
0.4399342774497298,7,1577,225.28571428571428,15.911467595974885,0.06284775392138997
0.5498253783242248,9,1776,197.33333333333334,16.368833369297146,0.06109170870269165
0.4929329690230611,10,1573,157.3,20.286733954555523,0.04929329690230611
0.3009365300568064,34,1360,40.0,112.98063413432055,0.00885107441343548
0.39355286799499056,4,1092,273.0,10.16381870211886,0.09838821699874764
0.6330831247127786,12,7539,628.25,18.954856845132685,0.05275692705939822
3.148460655539222,11,2408,218.9090909090909,3.493770830722381,0.2862236959581111
1.6791902134448171,8,2998,374.75,4.764201182180664,0.20989877668060214
0.12427471187420322,6,240,40.0,48.2801360752579,0.02071245197903387
1.7483341575704627,9,1492,165.77777777777777,5.147757344343526,0.19425935084116253
6.242443488120522,25,1207,48.28,4.004842021810118,0.24969773952482088
4.788845586919856,6,9000,1500.0,1.2529115610635397,0.7981409311533093
1.8730621886718128,8,1858,232.25,4.271080826031086,0.2341327735839766
3.11130925932071,17,1339,78.76470588235294,5.46393771338295,0.18301819172474765
0.4368034028508987,8,320,40.0,18.31487563463596,0.054600425356362337
0.6787736581432471,9,3557,395.22222222222223,13.259206352555092,0.07541929534924968
0.005674273789098611,9,2841,315.6666666666667,1586.10605242397,0.0006304748654554011
0.15486974281825108,10,400,40.0,64.57039198247782,0.015486974281825109
0.051508982996535654,10,2810,281.0,194.1408938451099,0.005150898299653565
0.20891719656990548,5,2396,479.2,23.93292693034466,0.0417834393139811
0.08806876486067865,7,1146,163.71428571428572,79.48334475990127,0.012581252122954092
1.0526742750834805,8,12000,1500.0,7.599691746400446,0.13158428438543507
1.43369593567779,10,1235,123.5,6.974979666990845,0.143369593567779
0.321888005063028,4,359,89.75,12.426682377359079,0.080472001265757
0.2929636498026663,45,31328,696.1777777777778,153.6026740188108,0.006510303328948141
0.36495391033107905,23,2047,89.0,63.02165656790703,0.015867561318742566
0.13716012014703785,10,1367,136.7,72.90748935827585,0.013716012014703785
3.7419117690575385,13,6072,467.0769230769231,3.4741599487991834,0.28783936685057987
3.5311620884245256,10,2168,216.8,2.8319289088373827,0.35311620884245254
0.6265138260398542,10,400,40.0,15.961339693346007,0.06265138260398542
1.6709788110257207,7,2326,332.2857142857143,4.189161438679818,0.2387112587179601
0.5817602118955951,10,3237,323.7,17.189212661031274,0.058176021189559515
0.4276813364788958,7,1170,167.14285714285714,16.367326331401465,0.061097333782699395
2.8732150532663012,54,2160,40.0,18.794277142120716,0.05320768617159817
0.47172566939270794,9,1988,220.88888888888889,19.078885428445002,0.052413963265856435
1.6998571266720415,9,13500,1500.0,5.294562618694951,0.18887301407467127
0.11061626299137588,7,1773,253.28571428571428,63.281834069423866,0.015802323284482268
2.725614564111268,10,5147,514.7,3.668897331145817,0.27256145641112683
0.32505705703206283,4,2211,552.75,12.30553194728964,0.08126426425801571
2.4135271945050296,26,18107,696.4230769230769,10.772615307254545,0.09282796901942422
8.891423903100996,45,2196,48.8,5.06105664181703,0.1975871978466888
